Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Greenland,Snacks,Offline,M,6/21/2015,280532300,6/29/2015,4596,152.58,97.44,701257.68,447834.24,253423.44
United States of America,Vegetables,Offline,L,7/8/2017,768252742,8/27/2017,1913,154.06,90.93,294716.78,173949.09,120767.69
Greenland,Beverages,Online,M,8/26/2016,677776467,9/1/2016,7973,47.45,31.79,378318.85,253461.67,124857.18
Greenland,Office Supplies,Online,L,12/9/2014,268666207,1/23/2015,3156,651.21,524.96,2055218.76,1656773.76,398445.00
United States of America,Clothes,Offline,C,8/6/2015,175529611,9/12/2015,1967,109.28,35.84,214953.76,70497.28,144456.48
Mexico,Clothes,Online,C,11/23/2016,815223586,12/14/2016,1630,109.28,35.84,178126.40,58419.20,119707.20
United States of America,Cereal,Offline,H,11/8/2015,407593905,11/27/2015,4949,205.70,117.11,1018009.30,579577.39,438431.91
Mexico,Personal Care,Offline,C,12/26/2014,317117631,1/20/2015,1009,81.73,56.67,82465.57,57180.03,25285.54
Mexico,Clothes,Online,H,8/24/2010,765208327,9/2/2010,1004,109.28,35.84,109717.12,35983.36,73733.76
United States of America,Office Supplies,Online,H,8/13/2013,933926141,8/14/2013,8354,651.21,524.96,5440208.34,4385515.84,1054692.50
Mexico,Meat,Offline,L,10/29/2010,778596627,11/17/2010,2899,421.89,364.69,1223059.11,1057236.31,165822.80
United States of America,Baby Food,Offline,C,7/6/2011,415189492,8/25/2011,2652,255.28,159.42,677002.56,422781.84,254220.72
Greenland,Household,Offline,C,3/7/2015,512497889,3/31/2015,8369,668.27,502.54,5592751.63,4205757.26,1386994.37
United States of America,Office Supplies,Offline,C,9/5/2015,616263759,9/14/2015,4996,651.21,524.96,3253445.16,2622700.16,630745.00
Canada,Snacks,Online,C,1/31/2013,678945481,2/18/2013,3910,152.58,97.44,596587.80,380990.40,215597.40
Mexico,Household,Online,M,7/8/2017,284070241,8/13/2017,1552,668.27,502.54,1037155.04,779942.08,257212.96
Canada,Cereal,Offline,C,8/18/2011,545586907,10/6/2011,145,205.70,117.11,29826.50,16980.95,12845.55
Mexico,Clothes,Offline,L,5/9/2014,994721734,6/15/2014,9121,109.28,35.84,996742.88,326896.64,669846.24
Mexico,Vegetables,Online,H,11/1/2015,835178792,11/3/2015,6819,154.06,90.93,1050535.14,620051.67,430483.47
Canada,Clothes,Offline,M,2/19/2016,257335269,2/21/2016,79,109.28,35.84,8633.12,2831.36,5801.76
United States of America,Fruits,Offline,C,11/12/2010,339244353,12/20/2010,8798,9.33,6.92,82085.34,60882.16,21203.18
United States of America,Office Supplies,Online,H,8/4/2010,975260055,9/16/2010,9977,651.21,524.96,6497122.17,5237525.92,1259596.25
Canada,Vegetables,Online,C,3/19/2011,728862035,3/31/2011,5328,154.06,90.93,820831.68,484475.04,336356.64
Canada,Vegetables,Offline,L,3/9/2016,856287562,4/28/2016,3373,154.06,90.93,519644.38,306706.89,212937.49
United States of America,Household,Offline,M,3/4/2014,652890717,3/16/2014,3727,668.27,502.54,2490642.29,1872966.58,617675.71
Canada,Household,Online,M,11/3/2010,432718694,12/6/2010,9932,668.27,502.54,6637257.64,4991227.28,1646030.36
Mexico,Clothes,Online,M,3/29/2014,668518340,4/26/2014,8288,109.28,35.84,905712.64,297041.92,608670.72
Canada,Fruits,Online,C,10/16/2012,867223680,11/7/2012,9613,9.33,6.92,89689.29,66521.96,23167.33
Greenland,Office Supplies,Offline,C,1/16/2013,964604604,2/10/2013,6793,651.21,524.96,4423669.53,3566053.28,857616.25
Mexico,Personal Care,Offline,C,6/13/2012,128106868,6/27/2012,8524,81.73,56.67,696666.52,483055.08,213611.44
United States of America,Personal Care,Offline,H,3/31/2011,726383674,5/7/2011,1926,81.73,56.67,157411.98,109146.42,48265.56
Mexico,Meat,Online,C,8/31/2013,676565825,9/9/2013,9717,421.89,364.69,4099505.13,3543692.73,555812.40
Canada,Personal Care,Online,H,11/1/2011,550829017,11/10/2011,1402,81.73,56.67,114585.46,79451.34,35134.12
Canada,Personal Care,Online,C,3/11/2015,650802457,3/12/2015,5764,81.73,56.67,471091.72,326645.88,144445.84
Mexico,Beverages,Offline,H,9/27/2011,146539866,9/27/2011,3258,47.45,31.79,154592.10,103571.82,51020.28
Greenland,Fruits,Online,H,2/11/2013,564414727,2/15/2013,1715,9.33,6.92,16000.95,11867.80,4133.15
Canada,Household,Online,M,7/22/2015,546516883,8/31/2015,5345,668.27,502.54,3571903.15,2686076.30,885826.85
Canada,Cereal,Online,L,4/9/2012,224724328,4/26/2012,9777,205.70,117.11,2011128.90,1144984.47,866144.43
Mexico,Fruits,Offline,C,5/28/2015,221217286,6/30/2015,1966,9.33,6.92,18342.78,13604.72,4738.06
Greenland,Fruits,Offline,H,9/24/2013,339073121,11/6/2013,8126,9.33,6.92,75815.58,56231.92,19583.66
Canada,Baby Food,Offline,M,2/25/2010,970875394,4/11/2010,2459,255.28,159.42,627733.52,392013.78,235719.74
United States of America,Baby Food,Offline,L,1/30/2010,361059510,2/1/2010,4387,255.28,159.42,1119913.36,699375.54,420537.82
Greenland,Beverages,Online,H,5/4/2013,185759341,6/15/2013,9172,47.45,31.79,435211.40,291577.88,143633.52
Greenland,Personal Care,Offline,H,8/11/2012,569080054,8/18/2012,2289,81.73,56.67,187079.97,129717.63,57362.34
Greenland,Vegetables,Offline,L,3/29/2015,655566489,4/21/2015,5547,154.06,90.93,854570.82,504388.71,350182.11
United States of America,Personal Care,Online,M,10/17/2011,682794988,11/30/2011,3065,81.73,56.67,250502.45,173693.55,76808.90
Canada,Snacks,Online,H,5/12/2015,854328906,7/1/2015,3763,152.58,97.44,574158.54,366666.72,207491.82
Mexico,Meat,Offline,M,11/14/2014,756230866,12/20/2014,4373,421.89,364.69,1844924.97,1594789.37,250135.60
United States of America,Personal Care,Online,H,12/14/2016,364103925,1/26/2017,5297,81.73,56.67,432923.81,300180.99,132742.82
United States of America,Office Supplies,Offline,H,1/7/2016,301687419,2/21/2016,4866,651.21,524.96,3168787.86,2554455.36,614332.50
Canada,Meat,Offline,L,10/8/2015,226937472,11/11/2015,4696,421.89,364.69,1981195.44,1712584.24,268611.20
United States of America,Cereal,Online,C,5/24/2016,819888913,6/17/2016,2204,205.70,117.11,453362.80,258110.44,195252.36
Canada,Personal Care,Offline,C,11/23/2015,604070651,11/23/2015,6784,81.73,56.67,554456.32,384449.28,170007.04
Mexico,Beverages,Online,M,4/27/2016,251713788,5/15/2016,6558,47.45,31.79,311177.10,208478.82,102698.28
Greenland,Beverages,Online,C,5/25/2016,798832499,5/31/2016,1143,47.45,31.79,54235.35,36335.97,17899.38
Mexico,Vegetables,Offline,M,7/17/2012,925582540,8/4/2012,9297,154.06,90.93,1432295.82,845376.21,586919.61
Mexico,Baby Food,Offline,H,6/13/2017,596885335,7/19/2017,490,255.28,159.42,125087.20,78115.80,46971.40
United States of America,Beverages,Offline,C,4/11/2010,865872704,5/3/2010,9830,47.45,31.79,466433.50,312495.70,153937.80
Greenland,Fruits,Offline,M,9/9/2015,139323651,10/22/2015,7819,9.33,6.92,72951.27,54107.48,18843.79
United States of America,Vegetables,Offline,C,4/4/2016,414456927,5/17/2016,5870,154.06,90.93,904332.20,533759.10,370573.10
Greenland,Snacks,Online,C,1/30/2016,511074388,3/16/2016,7123,152.58,97.44,1086827.34,694065.12,392762.22
United States of America,Household,Online,H,9/28/2011,258592259,11/5/2011,2051,668.27,502.54,1370621.77,1030709.54,339912.23
Greenland,Vegetables,Online,H,8/27/2016,943522012,9/13/2016,7985,154.06,90.93,1230169.10,726076.05,504093.05
Mexico,Office Supplies,Offline,C,11/7/2012,769224345,12/4/2012,9432,651.21,524.96,6142212.72,4951422.72,1190790.00
United States of America,Clothes,Online,C,3/18/2012,543207252,4/27/2012,5952,109.28,35.84,650434.56,213319.68,437114.88
Canada,Snacks,Offline,H,1/19/2012,584369933,2/24/2012,6904,152.58,97.44,1053412.32,672725.76,380686.56
Greenland,Office Supplies,Online,C,11/24/2016,968916738,1/8/2017,2849,651.21,524.96,1855297.29,1495611.04,359686.25
Greenland,Fruits,Offline,C,10/15/2015,699352586,10/15/2015,2826,9.33,6.92,26366.58,19555.92,6810.66
Greenland,Personal Care,Offline,L,10/7/2013,533975303,10/7/2013,4013,81.73,56.67,327982.49,227416.71,100565.78
Canada,Household,Online,L,4/5/2016,721843230,5/15/2016,8308,668.27,502.54,5551987.16,4175102.32,1376884.84
United States of America,Meat,Offline,M,9/20/2010,389696061,9/24/2010,8579,421.89,364.69,3619394.31,3128675.51,490718.80
Canada,Fruits,Online,H,3/20/2012,391088664,4/30/2012,681,9.33,6.92,6353.73,4712.52,1641.21
Canada,Clothes,Offline,C,2/3/2016,649378955,2/27/2016,4518,109.28,35.84,493727.04,161925.12,331801.92
Greenland,Vegetables,Online,M,6/20/2017,322993600,7/16/2017,9839,154.06,90.93,1515796.34,894660.27,621136.07
Mexico,Cereal,Online,L,2/2/2013,156743419,2/18/2013,2716,205.70,117.11,558681.20,318070.76,240610.44
Canada,Beverages,Offline,L,5/14/2010,563921201,5/31/2010,5670,47.45,31.79,269041.50,180249.30,88792.20
Mexico,Personal Care,Offline,H,10/25/2014,332028138,11/25/2014,3359,81.73,56.67,274531.07,190354.53,84176.54
Canada,Meat,Online,L,3/5/2017,970776689,4/1/2017,3250,421.89,364.69,1371142.50,1185242.50,185900.00
Mexico,Household,Online,L,1/24/2012,240538632,2/18/2012,9581,668.27,502.54,6402694.87,4814835.74,1587859.13
Mexico,Snacks,Offline,M,2/28/2011,657779633,4/8/2011,466,152.58,97.44,71102.28,45407.04,25695.24
Greenland,Cereal,Online,L,2/10/2015,737938201,2/12/2015,1167,205.70,117.11,240051.90,136667.37,103384.53
Greenland,Personal Care,Online,H,7/1/2010,834669816,7/20/2010,6202,81.73,56.67,506889.46,351467.34,155422.12
Canada,Household,Online,H,5/15/2014,739839780,6/5/2014,3887,668.27,502.54,2597565.49,1953372.98,644192.51
Mexico,Fruits,Offline,H,9/30/2016,468867576,11/14/2016,7190,9.33,6.92,67082.70,49754.80,17327.90
Greenland,Baby Food,Online,M,6/7/2013,436355340,7/5/2013,6097,255.28,159.42,1556442.16,971983.74,584458.42
United States of America,Beverages,Online,M,7/3/2011,958447968,7/22/2011,4908,47.45,31.79,232884.60,156025.32,76859.28
Greenland,Personal Care,Offline,M,6/29/2011,358591878,7/18/2011,4160,81.73,56.67,339996.80,235747.20,104249.60
Canada,Fruits,Offline,L,12/29/2016,101075780,1/26/2017,9424,9.33,6.92,87925.92,65214.08,22711.84
Canada,Fruits,Offline,M,3/21/2017,138237893,3/23/2017,6519,9.33,6.92,60822.27,45111.48,15710.79
Canada,Meat,Online,H,7/28/2011,315143525,8/26/2011,6827,421.89,364.69,2880243.03,2489738.63,390504.40
Canada,Meat,Offline,L,7/23/2016,296118295,8/31/2016,6839,421.89,364.69,2885305.71,2494114.91,391190.80
Greenland,Fruits,Offline,C,9/12/2014,330646264,10/20/2014,4432,9.33,6.92,41350.56,30669.44,10681.12
Mexico,Cosmetics,Offline,M,6/6/2016,181109464,7/11/2016,3170,437.20,263.33,1385924.00,834756.10,551167.90
United States of America,Baby Food,Online,H,6/7/2013,151600015,6/30/2013,668,255.28,159.42,170527.04,106492.56,64034.48
Mexico,Snacks,Online,L,7/3/2011,343203294,7/27/2011,336,152.58,97.44,51266.88,32739.84,18527.04
United States of America,Meat,Offline,L,11/27/2016,843522393,1/2/2017,5876,421.89,364.69,2479025.64,2142918.44,336107.20
United States of America,Meat,Online,C,5/24/2010,470446860,6/15/2010,4535,421.89,364.69,1913271.15,1653869.15,259402.00
United States of America,Cereal,Offline,L,3/26/2013,324728667,3/28/2013,3284,205.70,117.11,675518.80,384589.24,290929.56
United States of America,Household,Online,L,9/5/2011,662403333,9/11/2011,8721,668.27,502.54,5827982.67,4382651.34,1445331.33
Mexico,Personal Care,Online,L,1/2/2011,898369491,2/15/2011,6351,81.73,56.67,519067.23,359911.17,159156.06
Canada,Baby Food,Online,C,12/2/2014,827313268,12/11/2014,9236,255.28,159.42,2357766.08,1472403.12,885362.96
Canada,Baby Food,Offline,H,7/20/2010,315185153,8/3/2010,9146,255.28,159.42,2334790.88,1458055.32,876735.56
Mexico,Fruits,Offline,M,6/23/2013,262748610,7/1/2013,2008,9.33,6.92,18734.64,13895.36,4839.28
Greenland,Household,Online,M,6/2/2015,315834462,6/2/2015,1291,668.27,502.54,862736.57,648779.14,213957.43
United States of America,Baby Food,Online,L,2/2/2016,298305261,2/18/2016,4010,255.28,159.42,1023672.80,639274.20,384398.60
Canada,Snacks,Online,L,1/5/2014,606678617,2/11/2014,8539,152.58,97.44,1302880.62,832040.16,470840.46
Mexico,Cereal,Offline,M,3/29/2016,207787358,5/5/2016,7752,205.70,117.11,1594586.40,907836.72,686749.68
Mexico,Fruits,Offline,L,3/18/2011,531481492,4/15/2011,6039,9.33,6.92,56343.87,41789.88,14553.99
Mexico,Cosmetics,Offline,M,7/23/2012,188564717,8/4/2012,9345,437.20,263.33,4085634.00,2460818.85,1624815.15
Mexico,Personal Care,Online,H,11/18/2013,182236850,11/29/2013,6788,81.73,56.67,554783.24,384675.96,170107.28
Canada,Snacks,Online,C,8/14/2016,308124721,8/20/2016,9807,152.58,97.44,1496352.06,955594.08,540757.98
Mexico,Cosmetics,Offline,C,7/7/2012,580608403,8/11/2012,3784,437.20,263.33,1654364.80,996440.72,657924.08
Greenland,Cosmetics,Online,H,2/8/2011,121524512,3/27/2011,659,437.20,263.33,288114.80,173534.47,114580.33
United States of America,Beverages,Offline,L,3/19/2013,423870837,4/8/2013,1655,47.45,31.79,78529.75,52612.45,25917.30
Greenland,Vegetables,Online,H,6/12/2017,112702834,7/4/2017,128,154.06,90.93,19719.68,11639.04,8080.64
Mexico,Vegetables,Offline,M,2/8/2016,702355372,2/13/2016,1417,154.06,90.93,218303.02,128847.81,89455.21
Mexico,Meat,Offline,C,3/9/2016,199402129,3/27/2016,6376,421.89,364.69,2689970.64,2325263.44,364707.20
Canada,Clothes,Online,C,3/20/2016,741756808,4/25/2016,1178,109.28,35.84,128731.84,42219.52,86512.32
United States of America,Clothes,Offline,H,7/26/2012,304238307,9/13/2012,9731,109.28,35.84,1063403.68,348759.04,714644.64
Canada,Office Supplies,Offline,H,8/9/2012,719152009,9/11/2012,1915,651.21,524.96,1247067.15,1005298.40,241768.75
Greenland,Snacks,Online,H,12/11/2016,842618596,1/14/2017,8422,152.58,97.44,1285028.76,820639.68,464389.08
Greenland,Cosmetics,Online,L,3/31/2013,288283669,5/9/2013,8399,437.20,263.33,3672042.80,2211708.67,1460334.13
United States of America,Fruits,Offline,H,1/16/2010,515656459,2/13/2010,3060,9.33,6.92,28549.80,21175.20,7374.60
Mexico,Baby Food,Offline,H,12/28/2012,584089267,1/27/2013,3849,255.28,159.42,982572.72,613607.58,368965.14
Greenland,Snacks,Online,H,4/19/2011,579029119,4/26/2011,6438,152.58,97.44,982310.04,627318.72,354991.32
Mexico,Cereal,Online,H,12/11/2013,722113168,12/13/2013,8188,205.70,117.11,1684271.60,958896.68,725374.92
United States of America,Household,Online,L,3/28/2011,194892585,4/11/2011,1902,668.27,502.54,1271049.54,955831.08,315218.46
Greenland,Fruits,Online,L,2/7/2013,120298421,2/9/2013,7831,9.33,6.92,73063.23,54190.52,18872.71
Greenland,Vegetables,Online,L,4/5/2010,306082808,5/10/2010,5560,154.06,90.93,856573.60,505570.80,351002.80
United States of America,Personal Care,Online,M,9/27/2010,377928674,10/4/2010,6348,81.73,56.67,518822.04,359741.16,159080.88
Canada,Personal Care,Offline,L,9/8/2012,216198766,10/24/2012,6874,81.73,56.67,561812.02,389549.58,172262.44
United States of America,Fruits,Offline,L,10/5/2012,543305957,10/12/2012,5161,9.33,6.92,48152.13,35714.12,12438.01
Greenland,Cosmetics,Offline,C,6/21/2016,664388167,8/7/2016,6078,437.20,263.33,2657301.60,1600519.74,1056781.86
Greenland,Cereal,Offline,C,5/26/2010,933572947,6/12/2010,3836,205.70,117.11,789065.20,449233.96,339831.24
United States of America,Cereal,Offline,L,6/29/2015,424504697,7/8/2015,9228,205.70,117.11,1898199.60,1080691.08,817508.52
United States of America,Baby Food,Online,L,8/6/2012,561837661,8/16/2012,9104,255.28,159.42,2324069.12,1451359.68,872709.44
Mexico,Office Supplies,Offline,M,9/28/2013,411059319,10/16/2013,442,651.21,524.96,287834.82,232032.32,55802.50
Canada,Cereal,Offline,L,11/8/2011,582749021,12/1/2011,7240,205.70,117.11,1489268.00,847876.40,641391.60
Mexico,Personal Care,Offline,L,4/14/2010,956868684,5/26/2010,7562,81.73,56.67,618042.26,428538.54,189503.72
Mexico,Office Supplies,Online,C,2/28/2010,273923766,3/1/2010,8984,651.21,524.96,5850470.64,4716240.64,1134230.00
United States of America,Snacks,Online,L,7/1/2014,175332200,7/2/2014,3549,152.58,97.44,541506.42,345814.56,195691.86
Greenland,Snacks,Offline,M,9/9/2012,656693875,10/28/2012,9166,152.58,97.44,1398548.28,893135.04,505413.24
Mexico,Cereal,Offline,H,3/31/2015,461807143,5/7/2015,7851,205.70,117.11,1614950.70,919430.61,695520.09
Canada,Cosmetics,Online,C,7/15/2016,767390573,8/17/2016,6778,437.20,263.33,2963341.60,1784850.74,1178490.86
United States of America,Office Supplies,Offline,H,7/28/2010,987027442,9/6/2010,2209,651.21,524.96,1438522.89,1159636.64,278886.25
Canada,Vegetables,Offline,M,5/23/2016,905217063,6/13/2016,2700,154.06,90.93,415962.00,245511.00,170451.00
Greenland,Clothes,Online,M,7/28/2014,194581019,8/13/2014,9703,109.28,35.84,1060343.84,347755.52,712588.32
United States of America,Household,Online,C,4/6/2012,682654654,5/17/2012,1537,668.27,502.54,1027130.99,772403.98,254727.01
United States of America,Fruits,Offline,L,3/16/2014,363610398,3/22/2014,9252,9.33,6.92,86321.16,64023.84,22297.32
Mexico,Snacks,Online,C,9/1/2013,414441478,10/18/2013,1298,152.58,97.44,198048.84,126477.12,71571.72
Canada,Beverages,Offline,C,1/7/2010,434381234,2/8/2010,1915,47.45,31.79,90866.75,60877.85,29988.90
Mexico,Baby Food,Online,L,3/25/2017,781781375,4/6/2017,5337,255.28,159.42,1362429.36,850824.54,511604.82
Mexico,Meat,Online,L,3/24/2014,177093446,4/10/2014,4741,421.89,364.69,2000180.49,1728995.29,271185.20
Canada,Meat,Online,C,4/14/2012,934586179,5/14/2012,3674,421.89,364.69,1550023.86,1339871.06,210152.80
Greenland,Meat,Offline,M,2/27/2012,335394847,3/10/2012,9643,421.89,364.69,4068285.27,3516705.67,551579.60
Canada,Clothes,Offline,C,4/22/2011,495275533,5/27/2011,1891,109.28,35.84,206648.48,67773.44,138875.04
Mexico,Clothes,Online,C,8/5/2012,121342551,8/12/2012,6812,109.28,35.84,744415.36,244142.08,500273.28
United States of America,Snacks,Offline,M,2/5/2016,301926457,2/19/2016,5603,152.58,97.44,854905.74,545956.32,308949.42
United States of America,Snacks,Offline,M,5/24/2016,601451957,6/15/2016,1854,152.58,97.44,282883.32,180653.76,102229.56
Greenland,Beverages,Offline,C,7/15/2015,689346444,8/3/2015,1786,47.45,31.79,84745.70,56776.94,27968.76
United States of America,Snacks,Offline,H,11/20/2012,591996419,11/28/2012,3751,152.58,97.44,572327.58,365497.44,206830.14
United States of America,Beverages,Online,M,11/21/2015,843564021,12/12/2015,8195,47.45,31.79,388852.75,260519.05,128333.70
Greenland,Personal Care,Offline,H,7/23/2012,517007434,8/20/2012,2844,81.73,56.67,232440.12,161169.48,71270.64
Greenland,Beverages,Offline,M,8/27/2011,252685391,10/11/2011,4077,47.45,31.79,193453.65,129607.83,63845.82
Canada,Office Supplies,Online,M,1/31/2012,295089614,3/1/2012,2429,651.21,524.96,1581789.09,1275127.84,306661.25
Canada,Clothes,Offline,L,10/11/2012,157361829,10/20/2012,5717,109.28,35.84,624753.76,204897.28,419856.48
Mexico,Personal Care,Offline,H,6/4/2013,563796317,6/15/2013,8714,81.73,56.67,712195.22,493822.38,218372.84
Canada,Snacks,Offline,H,4/2/2014,410015189,4/15/2014,1461,152.58,97.44,222919.38,142359.84,80559.54
Mexico,Meat,Online,M,8/5/2015,635034501,9/7/2015,9676,421.89,364.69,4082207.64,3528740.44,553467.20
Canada,Snacks,Online,C,9/20/2014,782004964,10/26/2014,1502,152.58,97.44,229175.16,146354.88,82820.28
Canada,Cereal,Online,C,2/23/2014,746365058,3/2/2014,4861,205.70,117.11,999907.70,569271.71,430635.99
United States of America,Snacks,Online,C,7/26/2017,641954600,9/3/2017,7487,152.58,97.44,1142366.46,729533.28,412833.18
Canada,Personal Care,Offline,L,4/2/2013,838784539,4/6/2013,3840,81.73,56.67,313843.20,217612.80,96230.40
Canada,Baby Food,Offline,C,2/3/2011,727480161,2/23/2011,6401,255.28,159.42,1634047.28,1020447.42,613599.86
Canada,Household,Offline,C,4/3/2017,245765292,5/13/2017,6266,668.27,502.54,4187379.82,3148915.64,1038464.18
Mexico,Baby Food,Offline,H,11/18/2015,312072932,1/6/2016,8170,255.28,159.42,2085637.60,1302461.40,783176.20
Greenland,Cosmetics,Online,C,7/2/2014,197963178,8/15/2014,558,437.20,263.33,243957.60,146938.14,97019.46
Mexico,Vegetables,Offline,C,7/20/2012,469698846,8/8/2012,3181,154.06,90.93,490064.86,289248.33,200816.53
Mexico,Personal Care,Online,C,6/27/2016,498927628,7/23/2016,2627,81.73,56.67,214704.71,148872.09,65832.62
Canada,Beverages,Online,M,11/12/2012,776466739,12/5/2012,2618,47.45,31.79,124224.10,83226.22,40997.88
Greenland,Household,Online,M,6/18/2017,231997621,6/24/2017,2106,668.27,502.54,1407376.62,1058349.24,349027.38
United States of America,Personal Care,Offline,M,10/10/2010,354393899,10/23/2010,1885,81.73,56.67,154061.05,106822.95,47238.10
